Cd_AnoExecucao;Cd_Exercicio;Cd_Dotacao_Id;Administracao;Cd_Orgao;Sigla_Orgao;Ds_Orgao;Cd_Funcao;Ds_Funcao;Cd_SubFuncao;Ds_SubFuncao;Cd_Programa;Ds_Programa;ProjetoAtividade;Ds_Projeto_Atividade;Vl_Orcado_Ano;Vl_Suplementado;Vl_Reduzido;Vl_SuplementadoLiquido;Vl_Orcado_Atualizado;Vl_ReservadoLiquido;Vl_EmpenhadoLiquido;Vl_Liquidado;Vl_Pago
2024;2024;166581;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;361;Ensino Fundamental;3010;Manutenção, Desenvolvimento e Promoção da Qualidade da Educação;3365;Construção de Escolas Municipais de Ensino Fundamental (EMEF);2000000;0;2000000;-2000000;0;0;0;0;0
2024;2024;174462;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;361;Ensino Fundamental;3010;Manutenção, Desenvolvimento e Promoção da Qualidade da Educação;3365;Construção de Escolas Municipais de Ensino Fundamental (EMEF);0;0;0;0;0;0;0;0;0
2024;2024;174506;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;361;Ensino Fundamental;3010;Manutenção, Desenvolvimento e Promoção da Qualidade da Educação;3365;Construção de Escolas Municipais de Ensino Fundamental (EMEF);0;267525,75;81871;185654,75;185654,75;185654,75;185654,75;110355;110355
2024;2024;174266;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;361;Ensino Fundamental;3010;Manutenção, Desenvolvimento e Promoção da Qualidade da Educação;3365;Construção de Escolas Municipais de Ensino Fundamental (EMEF);0;0;0;0;0;0;0;0;0
2024;2024;170385;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;361;Ensino Fundamental;3010;Manutenção, Desenvolvimento e Promoção da Qualidade da Educação;3365;Construção de Escolas Municipais de Ensino Fundamental (EMEF);25000000;0;25000000;-25000000;0;0;0;0;0
2024;2024;174461;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;361;Ensino Fundamental;3010;Manutenção, Desenvolvimento e Promoção da Qualidade da Educação;3365;Construção de Escolas Municipais de Ensino Fundamental (EMEF);0;2405622,04;0;2405622,04;2405622,04;2405622,04;2405622,04;0;0
2024;2024;174507;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;361;Ensino Fundamental;3010;Manutenção, Desenvolvimento e Promoção da Qualidade da Educação;3365;Construção de Escolas Municipais de Ensino Fundamental (EMEF);0;270217,51;110846,36;159371,15;159371,15;159371,15;159371,15;22250;22250
2024;2024;181936;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;361;Ensino Fundamental;3010;Manutenção, Desenvolvimento e Promoção da Qualidade da Educação;3365;Construção de Escolas Municipais de Ensino Fundamental (EMEF);0;344685,29;7151,82;337533,47;337533,47;337533,47;337533,47;337533,47;337533,47
2024;2024;170766;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;361;Ensino Fundamental;3010;Manutenção, Desenvolvimento e Promoção da Qualidade da Educação;3365;Construção de Escolas Municipais de Ensino Fundamental (EMEF);5000000;0;5000000;-5000000;0;0;0;0;0
2024;2024;174255;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;361;Ensino Fundamental;3010;Manutenção, Desenvolvimento e Promoção da Qualidade da Educação;3366;Ampliação, Reforma e Requalificação de Escola Municipal de Ensino Fundamental (EMEF);0;0;0;0;0;0;0;0;0
2024;2024;174469;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;361;Ensino Fundamental;3010;Manutenção, Desenvolvimento e Promoção da Qualidade da Educação;3366;Ampliação, Reforma e Requalificação de Escola Municipal de Ensino Fundamental (EMEF);0;0;0;0;0;0;0;0;0
2024;2024;174500;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;361;Ensino Fundamental;3010;Manutenção, Desenvolvimento e Promoção da Qualidade da Educação;3366;Ampliação, Reforma e Requalificação de Escola Municipal de Ensino Fundamental (EMEF);0;21477580,18;7204176,41;14273403,77;14273403,77;14273403,77;14273403,77;12898672,24;12898672,24
2024;2024;174263;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;361;Ensino Fundamental;3010;Manutenção, Desenvolvimento e Promoção da Qualidade da Educação;3366;Ampliação, Reforma e Requalificação de Escola Municipal de Ensino Fundamental (EMEF);0;11958821,98;881495,37;11077326,61;11077326,61;9577326,61;9577326,61;8900833,76;8900833,76
2024;2024;170391;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;361;Ensino Fundamental;3010;Manutenção, Desenvolvimento e Promoção da Qualidade da Educação;3366;Ampliação, Reforma e Requalificação de Escola Municipal de Ensino Fundamental (EMEF);60000000;0;60000000;-60000000;0;0;0;0;0
2024;2024;174454;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;361;Ensino Fundamental;3010;Manutenção, Desenvolvimento e Promoção da Qualidade da Educação;3366;Ampliação, Reforma e Requalificação de Escola Municipal de Ensino Fundamental (EMEF);0;160409075,1;41322925,03;119086150;119086150;119086150;119086150;113132246,7;113132246,7
2024;2024;174522;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;361;Ensino Fundamental;3010;Manutenção, Desenvolvimento e Promoção da Qualidade da Educação;3366;Ampliação, Reforma e Requalificação de Escola Municipal de Ensino Fundamental (EMEF);0;54366726,69;30718839,11;23647887,58;23647887,58;23647887,58;23647887,58;15327237,11;15327237,11
2024;2024;174514;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;361;Ensino Fundamental;3010;Manutenção, Desenvolvimento e Promoção da Qualidade da Educação;3366;Ampliação, Reforma e Requalificação de Escola Municipal de Ensino Fundamental (EMEF);0;0;0;0;0;0;0;0;0
2024;2024;170701;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;361;Ensino Fundamental;3024;Suporte Administrativo;2106;Manutenção e Operação do Programa de Estágios;131319227;0;14326957,66;-14326957,66;116992269,3;116992269,3;116992269,3;106853825,9;106853825,9
2024;2024;175305;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;361;Ensino Fundamental;3024;Suporte Administrativo;2106;Manutenção e Operação do Programa de Estágios;0;2845177,17;0;2845177,17;2845177,17;2758655,97;2758655,97;1829857,93;1829857,93
2024;2024;169012;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;362;Ensino Médio;3010;Manutenção, Desenvolvimento e Promoção da Qualidade da Educação;2883;Manutenção e Operação de Unidades Educacionais - Escola Municipal de Educação Fundamental e Médio (EMEFM);85454408;0;0;0;85454408;85450082,95;85450082,95;85268893,95;85268893,95
2024;2024;182917;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;362;Ensino Médio;3010;Manutenção, Desenvolvimento e Promoção da Qualidade da Educação;2883;Manutenção e Operação de Unidades Educacionais - Escola Municipal de Educação Fundamental e Médio (EMEFM);0;1250000;0;1250000;1250000;1250000;1250000;0;0
2024;2024;169015;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;362;Ensino Médio;3010;Manutenção, Desenvolvimento e Promoção da Qualidade da Educação;2883;Manutenção e Operação de Unidades Educacionais - Escola Municipal de Educação Fundamental e Médio (EMEFM);5000000;0;199689,89;-199689,89;4800310,11;4739671,7;4739671,7;4219755,7;4219111,98
2024;2024;174210;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;362;Ensino Médio;3010;Manutenção, Desenvolvimento e Promoção da Qualidade da Educação;2883;Manutenção e Operação de Unidades Educacionais - Escola Municipal de Educação Fundamental e Médio (EMEFM);0;870857,28;188048;682809,28;682809,28;552863,13;552863,13;466881,54;466881,54
2024;2024;169016;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;362;Ensino Médio;3010;Manutenção, Desenvolvimento e Promoção da Qualidade da Educação;2883;Manutenção e Operação de Unidades Educacionais - Escola Municipal de Educação Fundamental e Médio (EMEFM);6805042;0;0;0;6805042;6804260,98;6804260,98;6804260,98;6804260,98
2024;2024;180644;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;362;Ensino Médio;3010;Manutenção, Desenvolvimento e Promoção da Qualidade da Educação;2883;Manutenção e Operação de Unidades Educacionais - Escola Municipal de Educação Fundamental e Médio (EMEFM);0;778259,31;0;778259,31;778259,31;683015,19;683015,19;683015,19;683015,19
2024;2024;169018;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;362;Ensino Médio;3010;Manutenção, Desenvolvimento e Promoção da Qualidade da Educação;2883;Manutenção e Operação de Unidades Educacionais - Escola Municipal de Educação Fundamental e Médio (EMEFM);296062;0;204787,34;-204787,34;91274,66;87914,27;87914,27;87914,27;87914,27
2024;2024;182883;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;362;Ensino Médio;3010;Manutenção, Desenvolvimento e Promoção da Qualidade da Educação;2883;Manutenção e Operação de Unidades Educacionais - Escola Municipal de Educação Fundamental e Médio (EMEFM);0;3000;0;3000;3000;0;0;0;0
2024;2024;169019;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;362;Ensino Médio;3010;Manutenção, Desenvolvimento e Promoção da Qualidade da Educação;2883;Manutenção e Operação de Unidades Educacionais - Escola Municipal de Educação Fundamental e Médio (EMEFM);9469239;0;0;0;9469239;9469238,52;9469238,52;9469238,52;9469238,52
2024;2024;169020;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;362;Ensino Médio;3010;Manutenção, Desenvolvimento e Promoção da Qualidade da Educação;2883;Manutenção e Operação de Unidades Educacionais - Escola Municipal de Educação Fundamental e Médio (EMEFM);1000000;0;1000000;-1000000;0;0;0;0;0
2024;2024;166585;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;363;Ensino Profissional;3010;Manutenção, Desenvolvimento e Promoção da Qualidade da Educação;2882;Manutenção e Operação de Unidades Educacionais - Centro Municipal de Capacitação e Treinamento (CMCT);775415;0;70770,93;-70770,93;704644,07;691468,24;691468,24;639240,31;639240,31
2024;2024;180662;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;363;Ensino Profissional;3010;Manutenção, Desenvolvimento e Promoção da Qualidade da Educação;2882;Manutenção e Operação de Unidades Educacionais - Centro Municipal de Capacitação e Treinamento (CMCT);0;7768,52;7768,52;0;0;0;0;0;0
2024;2024;166586;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;363;Ensino Profissional;3010;Manutenção, Desenvolvimento e Promoção da Qualidade da Educação;2882;Manutenção e Operação de Unidades Educacionais - Centro Municipal de Capacitação e Treinamento (CMCT);50000;0;50000;-50000;0;0;0;0;0
2024;2024;166587;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;364;Ensino Superior;3010;Manutenção, Desenvolvimento e Promoção da Qualidade da Educação;2820;Manutenção e Operação da UniCEU;60000;0;58267;-58267;1733;0;0;0;0
2024;2024;166588;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;364;Ensino Superior;3010;Manutenção, Desenvolvimento e Promoção da Qualidade da Educação;2820;Manutenção e Operação da UniCEU;4315837;0;4315837;-4315837;0;0;0;0;0
2024;2024;175313;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;364;Ensino Superior;3010;Manutenção, Desenvolvimento e Promoção da Qualidade da Educação;2820;Manutenção e Operação da UniCEU;0;0;0;0;0;0;0;0;0
2024;2024;166589;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;364;Ensino Superior;3010;Manutenção, Desenvolvimento e Promoção da Qualidade da Educação;2820;Manutenção e Operação da UniCEU;50000;0;50000;-50000;0;0;0;0;0
2024;2024;170702;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;365;Educação Infantil;3025;Proteção e Desenvolvimento Integral na Primeira Infância;2811;Fornecimento de Uniformes-Educação Infantil;437444;0;437444;-437444;0;0;0;0;0
2024;2024;170640;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;365;Educação Infantil;3025;Proteção e Desenvolvimento Integral na Primeira Infância;2811;Fornecimento de Uniformes-Educação Infantil;70000000;0;0;0;70000000;70000000;70000000;70000000;70000000
2024;2024;173947;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;365;Educação Infantil;3025;Proteção e Desenvolvimento Integral na Primeira Infância;2811;Fornecimento de Uniformes-Educação Infantil;0;35414909,8;0;35414909,8;35414909,8;35414909,8;35414909,8;34534062,88;34534062,88
2024;2024;169739;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;365;Educação Infantil;3025;Proteção e Desenvolvimento Integral na Primeira Infância;2811;Fornecimento de Uniformes-Educação Infantil;499653;0;499653;-499653;0;0;0;0;0
2024;2024;166590;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;365;Educação Infantil;3025;Proteção e Desenvolvimento Integral na Primeira Infância;2815;Fornecimento de Material Escolar-Educação Infantil;20000000;0;17381033,69;-17381033,69;2618966,31;2618966,31;2618966,31;2618939,56;2618939,56
2024;2024;166591;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;365;Educação Infantil;3025;Proteção e Desenvolvimento Integral na Primeira Infância;2815;Fornecimento de Material Escolar-Educação Infantil;50000000;0;0;0;50000000;50000000;50000000;50000000;50000000
2024;2024;173949;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;365;Educação Infantil;3025;Proteção e Desenvolvimento Integral na Primeira Infância;2815;Fornecimento de Material Escolar-Educação Infantil;0;0;0;0;0;0;0;0;0
2024;2024;173958;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;365;Educação Infantil;3025;Proteção e Desenvolvimento Integral na Primeira Infância;2815;Fornecimento de Material Escolar-Educação Infantil;0;51309442,98;0;51309442,98;51309442,98;51309442,98;51309442,98;51309442,98;51309442,98
2024;2024;166592;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;365;Educação Infantil;3025;Proteção e Desenvolvimento Integral na Primeira Infância;2815;Fornecimento de Material Escolar-Educação Infantil;4033293;0;2591048,88;-2591048,88;1442244,12;1442244,12;1442244,12;1331987,04;1331987,04
2024;2024;166596;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;365;Educação Infantil;3025;Proteção e Desenvolvimento Integral na Primeira Infância;2824;Manutenção e Operação de Unidades Educacionais - Educação Indígena;5752;0;759,1;-759,1;4992,9;4013,95;4013,95;311,62;277,74
2024;2024;166597;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;365;Educação Infantil;3025;Proteção e Desenvolvimento Integral na Primeira Infância;2824;Manutenção e Operação de Unidades Educacionais - Educação Indígena;50000;0;50000;-50000;0;0;0;0;0
2024;2024;166598;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;365;Educação Infantil;3025;Proteção e Desenvolvimento Integral na Primeira Infância;2828;Manutenção e Operação da Rede Parceira - Centro de Educação Infantil (CEI);32141150;0;6384054,46;-6384054,46;25757095,54;24251356,94;24251356,94;22988535,28;22988535,28
2024;2024;166599;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;365;Educação Infantil;3025;Proteção e Desenvolvimento Integral na Primeira Infância;2849;Transporte Escolar - Educação Infantil;71324186;0;17686731,4;-17686731,4;53637454,6;53635929,91;53635929,91;53616923,91;53616923,91
2024;2024;180824;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;365;Educação Infantil;3025;Proteção e Desenvolvimento Integral na Primeira Infância;2849;Transporte Escolar - Educação Infantil;0;51821838,74;0;51821838,74;51821838,74;51799885,94;51799885,94;43346269,18;43328701,47
2024;2024;166600;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;365;Educação Infantil;3025;Proteção e Desenvolvimento Integral na Primeira Infância;2849;Transporte Escolar - Educação Infantil;93434453;0;0;0;93434453;93430149,9;93430149,9;93430149,9;93430149,9
2024;2024;175258;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;365;Educação Infantil;3025;Proteção e Desenvolvimento Integral na Primeira Infância;2849;Transporte Escolar - Educação Infantil;0;130726118,5;0;130726118,5;130726118,5;130221086,1;130221086,1;112292339,7;112072078,4
2024;2024;166601;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;365;Educação Infantil;3025;Proteção e Desenvolvimento Integral na Primeira Infância;2849;Transporte Escolar - Educação Infantil;5705935;0;1938829,82;-1938829,82;3767105,18;3767105,18;3767105,18;3766853,71;3766853,71
2024;2024;180825;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;365;Educação Infantil;3025;Proteção e Desenvolvimento Integral na Primeira Infância;2849;Transporte Escolar - Educação Infantil;0;787325,97;0;787325,97;787325,97;787325,97;787325,97;756406,47;67506,73
2024;2024;170644;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;365;Educação Infantil;3025;Proteção e Desenvolvimento Integral na Primeira Infância;2856;Remuneração dos Profissionais da Educação Básica - Centro de Educação Infantil (CEI);440676901;0;301450000;-301450000;139226901;136855392,3;136855392,3;86023509,29;86023509,29
2024;2024;166602;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;365;Educação Infantil;3025;Proteção e Desenvolvimento Integral na Primeira Infância;2856;Remuneração dos Profissionais da Educação Básica - Centro de Educação Infantil (CEI);1487320248;0;0;0;1487320248;1487319245;1487319245;1487319245;1487319245
2024;2024;182791;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;365;Educação Infantil;3025;Proteção e Desenvolvimento Integral na Primeira Infância;2856;Remuneração dos Profissionais da Educação Básica - Centro de Educação Infantil (CEI);0;331383943,5;0;331383943,5;331383943,5;322537235;322537235;322537235;322537235
2024;2024;170645;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;365;Educação Infantil;3025;Proteção e Desenvolvimento Integral na Primeira Infância;2858;Remuneração dos Profissionais da Educação Básica - Escola Municipal de Educação Infantil (EMEI);542895583;0;136000000;-136000000;406895583;406298076,1;406298076,1;353367798,1;353367798,1
2024;2024;166603;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;365;Educação Infantil;3025;Proteção e Desenvolvimento Integral na Primeira Infância;2858;Remuneração dos Profissionais da Educação Básica - Escola Municipal de Educação Infantil (EMEI);1832316586;0;0;0;1832316586;1832316516;1832316516;1832316516;1832316516
2024;2024;182792;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;365;Educação Infantil;3025;Proteção e Desenvolvimento Integral na Primeira Infância;2858;Remuneração dos Profissionais da Educação Básica - Escola Municipal de Educação Infantil (EMEI);0;128075743,5;0;128075743,5;128075743,5;128075411;128075411;128075411;128075411
2024;2024;169951;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;365;Educação Infantil;3025;Proteção e Desenvolvimento Integral na Primeira Infância;2874;Recursos do Fundo Nacional para o Desenvolvimento da Educação - Educação Infantil;69529;0;0;0;69529;0;0;0;0
2024;2024;166604;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;365;Educação Infantil;3025;Proteção e Desenvolvimento Integral na Primeira Infância;2874;Recursos do Fundo Nacional para o Desenvolvimento da Educação - Educação Infantil;7598615;0;0;0;7598615;0;0;0;0
2024;2024;169952;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;365;Educação Infantil;3025;Proteção e Desenvolvimento Integral na Primeira Infância;2874;Recursos do Fundo Nacional para o Desenvolvimento da Educação - Educação Infantil;11965144;0;0;0;11965144;0;0;0;0
2024;2024;166610;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;365;Educação Infantil;3025;Proteção e Desenvolvimento Integral na Primeira Infância;2876;Manutenção e Operação de Centros Municipais de Educação Infantil(CEMEI);30000000;0;15390477,34;-15390477,34;14609522,66;14474192,36;14474192,36;12675111,77;12530245,81
2024;2024;182829;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;365;Educação Infantil;3025;Proteção e Desenvolvimento Integral na Primeira Infância;2876;Manutenção e Operação de Centros Municipais de Educação Infantil(CEMEI);0;1078144,55;0;1078144,55;1078144,55;611752,53;611752,53;0;0
2024;2024;166611;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;365;Educação Infantil;3025;Proteção e Desenvolvimento Integral na Primeira Infância;2876;Manutenção e Operação de Centros Municipais de Educação Infantil(CEMEI);24033106;0;985365,89;-985365,89;23047740,11;22765457,46;22765457,46;22765457,46;22765457,46
2024;2024;166613;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;365;Educação Infantil;3025;Proteção e Desenvolvimento Integral na Primeira Infância;2876;Manutenção e Operação de Centros Municipais de Educação Infantil(CEMEI);1368668;0;0;0;1368668;1368664,54;1368664,54;1368664,54;1368664,54
2024;2024;175410;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;365;Educação Infantil;3025;Proteção e Desenvolvimento Integral na Primeira Infância;2876;Manutenção e Operação de Centros Municipais de Educação Infantil(CEMEI);0;1996483,84;0;1996483,84;1996483,84;1339471,02;1339471,02;1339471,02;1339471,02
2024;2024;166614;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;365;Educação Infantil;3025;Proteção e Desenvolvimento Integral na Primeira Infância;2876;Manutenção e Operação de Centros Municipais de Educação Infantil(CEMEI);1000000;0;1000000;-1000000;0;0;0;0;0
2024;2024;170647;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;365;Educação Infantil;3025;Proteção e Desenvolvimento Integral na Primeira Infância;2877;Remuneração dos Profissionais da Educação Básica - Centro Municipal de Educação Infantil( CEMEI);55395543;0;0;0;55395543;55391937,19;55391937,19;55391937,19;55391937,19
2024;2024;182918;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;365;Educação Infantil;3025;Proteção e Desenvolvimento Integral na Primeira Infância;2877;Remuneração dos Profissionais da Educação Básica - Centro Municipal de Educação Infantil( CEMEI);0;22050000;0;22050000;22050000;22020341,77;22020341,77;15035975,77;15035975,77
2024;2024;166615;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;365;Educação Infantil;3025;Proteção e Desenvolvimento Integral na Primeira Infância;2877;Remuneração dos Profissionais da Educação Básica - Centro Municipal de Educação Infantil( CEMEI);183494155;0;0;0;183494155;183475100,8;183475100,8;183475100,8;183475100,8
2024;2024;173263;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;365;Educação Infantil;3025;Proteção e Desenvolvimento Integral na Primeira Infância;2878;Conservação e Manutenção de Unidades Educacionais - Educação Infantil;0;0;0;0;0;0;0;0;0
2024;2024;166616;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;365;Educação Infantil;3025;Proteção e Desenvolvimento Integral na Primeira Infância;2878;Conservação e Manutenção de Unidades Educacionais - Educação Infantil;10000000;0;0;0;10000000;9413901,66;9413901,66;8745278,29;8745278,29
2024;2024;173206;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;365;Educação Infantil;3025;Proteção e Desenvolvimento Integral na Primeira Infância;2878;Conservação e Manutenção de Unidades Educacionais - Educação Infantil;0;84386961,64;85302,89;84301658,75;84301658,75;82738768,77;82738768,77;71807036,54;71807036,54
2024;2024;175199;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;365;Educação Infantil;3025;Proteção e Desenvolvimento Integral na Primeira Infância;2878;Conservação e Manutenção de Unidades Educacionais - Educação Infantil;0;1621500,63;0;1621500,63;1621500,63;1621500,63;1621500,63;0;0
2024;2024;175198;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;365;Educação Infantil;3025;Proteção e Desenvolvimento Integral na Primeira Infância;2878;Conservação e Manutenção de Unidades Educacionais - Educação Infantil;0;28795823,59;15400000;13395823,59;13395823,59;13395823,59;13395823,59;13382582,58;13382582,58
2024;2024;175205;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;365;Educação Infantil;3025;Proteção e Desenvolvimento Integral na Primeira Infância;2878;Conservação e Manutenção de Unidades Educacionais - Educação Infantil;0;7204176,41;0;7204176,41;7204176,41;7204176,41;7204176,41;6248964,69;6248964,69
2024;2024;173260;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;365;Educação Infantil;3025;Proteção e Desenvolvimento Integral na Primeira Infância;3359;Construção de Centros de Educação Infantil - CEI;0;3167068,42;372623,74;2794444,68;2794444,68;2794444,68;2794444,68;2559270,65;2559270,65
2024;2024;166619;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;365;Educação Infantil;3025;Proteção e Desenvolvimento Integral na Primeira Infância;3359;Construção de Centros de Educação Infantil - CEI;10000000;0;10000000;-10000000;0;0;0;0;0
2024;2024;174458;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;365;Educação Infantil;3025;Proteção e Desenvolvimento Integral na Primeira Infância;3359;Construção de Centros de Educação Infantil - CEI;0;0;0;0;0;0;0;0;0
2024;2024;174508;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;365;Educação Infantil;3025;Proteção e Desenvolvimento Integral na Primeira Infância;3359;Construção de Centros de Educação Infantil - CEI;0;22811,29;10197,08;12614,21;12614,21;12614,21;12614,21;0;0
2024;2024;174264;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;365;Educação Infantil;3025;Proteção e Desenvolvimento Integral na Primeira Infância;3359;Construção de Centros de Educação Infantil - CEI;0;0;0;0;0;0;0;0;0
2024;2024;170392;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;365;Educação Infantil;3025;Proteção e Desenvolvimento Integral na Primeira Infância;3359;Construção de Centros de Educação Infantil - CEI;15000000;0;15000000;-15000000;0;0;0;0;0
2024;2024;174457;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;365;Educação Infantil;3025;Proteção e Desenvolvimento Integral na Primeira Infância;3359;Construção de Centros de Educação Infantil - CEI;0;12954555,91;0;12954555,91;12954555,91;12954555,91;12954555,91;3712235,55;3712235,55
2024;2024;182111;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;365;Educação Infantil;3025;Proteção e Desenvolvimento Integral na Primeira Infância;3359;Construção de Centros de Educação Infantil - CEI;0;0;0;0;0;0;0;0;0
2024;2024;174509;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;365;Educação Infantil;3025;Proteção e Desenvolvimento Integral na Primeira Infância;3359;Construção de Centros de Educação Infantil - CEI;0;18117,47;8098,86;10018,61;10018,61;10018,61;10018,61;10018,61;10018,61
2024;2024;182142;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;365;Educação Infantil;3025;Proteção e Desenvolvimento Integral na Primeira Infância;3359;Construção de Centros de Educação Infantil - CEI;0;0;0;0;0;0;0;0;0
2024;2024;182155;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;365;Educação Infantil;3025;Proteção e Desenvolvimento Integral na Primeira Infância;3359;Construção de Centros de Educação Infantil - CEI;0;3886212,73;0;3886212,73;3886212,73;3745903,27;3745903,27;3087417,55;3087417,55
2024;2024;181290;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;365;Educação Infantil;3025;Proteção e Desenvolvimento Integral na Primeira Infância;3359;Construção de Centros de Educação Infantil - CEI;0;3623790,26;0;3623790,26;3623790,26;3025101,39;3025101,39;2444382,25;2444382,25
2024;2024;180196;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;365;Educação Infantil;3025;Proteção e Desenvolvimento Integral na Primeira Infância;3359;Construção de Centros de Educação Infantil - CEI;0;7855558,45;917230,72;6938327,73;6938327,73;6702496,48;6702496,48;6702496,48;6702496,48
2024;2024;170393;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;365;Educação Infantil;3025;Proteção e Desenvolvimento Integral na Primeira Infância;3359;Construção de Centros de Educação Infantil - CEI;30000000;0;30000000;-30000000;0;0;0;0;0
2024;2024;174674;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;365;Educação Infantil;3025;Proteção e Desenvolvimento Integral na Primeira Infância;3359;Construção de Centros de Educação Infantil - CEI;0;0;0;0;0;0;0;0;0
2024;2024;174253;Direta;16;SME;Secretaria Municipal de Educação;12;Educação;365;Educação Infantil;3025;Proteção e Desenvolvimento Integral na Primeira Infância;3360;Ampliação, Reforma e Requalificação de Centros de Educação Infantil (CEI);0;0;0;0;0;0;0;0;0
