CÓDIGO_SUBFUNÇÃO;DESCRIÇÃO_SUBFUNÇÃO;CÓDIGO_FONTE;REGIÃO;SUBPREFEITURA;TIPO_REGIONALIZAÇÃO;Vl_Liquidado;sub.NOME;NIVEL_REGIONALIZAÇÃO;Vl_Orcado_Ano;Vl_Orcado_Atualizado;Ds_Fonte
131;Comunicação Social;00;;;Despesa Regionalizável;0,0;PINHEIROS;Subprefeitura;0,0;0,0;Tesouro Municipal
131;Comunicação Social;00;;;Despesa Regionalizável;0,0;PIRITUBA-JARAGUA;Subprefeitura;0,0;0,0;Tesouro Municipal
131;Comunicação Social;00;;;Despesa Regionalizável;0,0;SANTANA-TUCURUVI;Subprefeitura;0,0;0,0;Tesouro Municipal
131;Comunicação Social;00;;;Despesa Regionalizável;0,0;SANTO AMARO;Subprefeitura;0,0;0,0;Tesouro Municipal
131;Comunicação Social;00;;;Despesa Regionalizável;0,0;SAO MATEUS;Subprefeitura;0,0;0,0;Tesouro Municipal
131;Comunicação Social;00;;;Despesa Regionalizável;0,0;SAO MIGUEL;Subprefeitura;0,0;0,0;Tesouro Municipal
131;Comunicação Social;00;;;Despesa Regionalizável;0,0;SAPOPEMBA;Subprefeitura;0,0;0,0;Tesouro Municipal
131;Comunicação Social;00;;;Despesa Regionalizável;0,0;SE;Subprefeitura;0,0;0,0;Tesouro Municipal
131;Comunicação Social;00;;;Despesa Regionalizável;0,0;VILA MARIA-VILA GUILHERME;Subprefeitura;0,0;0,0;Tesouro Municipal
131;Comunicação Social;00;;;Despesa Regionalizável;0,0;VILA MARIANA;Subprefeitura;0,0;0,0;Tesouro Municipal
131;Comunicação Social;00;;;Despesa Regionalizável;0,0;VILA PRUDENTE;Subprefeitura;0,0;0,0;Tesouro Municipal
131;Comunicação Social;00;;;;0,0;;Não detalhado;600000,0;0,0;Tesouro Municipal
271;Previdência Básica;00;Supra-Regional;Supra Subprefeitura;Despesa Não-Regionalizável;3763373789,16;;Não regionalizável;0,0;0,0;Tesouro Municipal
271;Previdência Básica;00;;;Despesa Regionalizável;0,0;ARICANDUVA-FORMOSA-CARRAO;Subprefeitura;0,0;0,0;Tesouro Municipal
271;Previdência Básica;00;;;Despesa Regionalizável;0,0;BUTANTA;Subprefeitura;0,0;0,0;Tesouro Municipal
271;Previdência Básica;00;;;Despesa Regionalizável;0,0;CAMPO LIMPO;Subprefeitura;0,0;0,0;Tesouro Municipal
271;Previdência Básica;00;;;Despesa Regionalizável;0,0;CAPELA DO SOCORRO;Subprefeitura;0,0;0,0;Tesouro Municipal
271;Previdência Básica;00;;;Despesa Regionalizável;0,0;CASA VERDE-CACHOEIRINHA;Subprefeitura;0,0;0,0;Tesouro Municipal
271;Previdência Básica;00;;;Despesa Regionalizável;0,0;CIDADE ADEMAR;Subprefeitura;0,0;0,0;Tesouro Municipal
271;Previdência Básica;00;;;Despesa Regionalizável;0,0;CIDADE TIRADENTES;Subprefeitura;0,0;0,0;Tesouro Municipal
271;Previdência Básica;00;;;Despesa Regionalizável;0,0;ERMELINO MATARAZZO;Subprefeitura;0,0;0,0;Tesouro Municipal
271;Previdência Básica;00;;;Despesa Regionalizável;0,0;FREGUESIA-BRASILANDIA;Subprefeitura;0,0;0,0;Tesouro Municipal
271;Previdência Básica;00;;;Despesa Regionalizável;0,0;GUAIANASES;Subprefeitura;0,0;0,0;Tesouro Municipal
271;Previdência Básica;00;;;Despesa Regionalizável;0,0;IPIRANGA;Subprefeitura;0,0;0,0;Tesouro Municipal
271;Previdência Básica;00;;;Despesa Regionalizável;0,0;ITAIM PAULISTA;Subprefeitura;0,0;0,0;Tesouro Municipal
271;Previdência Básica;00;;;Despesa Regionalizável;0,0;ITAQUERA;Subprefeitura;0,0;0,0;Tesouro Municipal
271;Previdência Básica;00;;;Despesa Regionalizável;0,0;JABAQUARA;Subprefeitura;0,0;0,0;Tesouro Municipal
271;Previdência Básica;00;;;Despesa Regionalizável;0,0;JACANA-TREMEMBE;Subprefeitura;0,0;0,0;Tesouro Municipal
271;Previdência Básica;00;;;Despesa Regionalizável;0,0;LAPA;Subprefeitura;0,0;0,0;Tesouro Municipal
271;Previdência Básica;00;;;Despesa Regionalizável;0,0;M BOI MIRIM;Subprefeitura;0,0;0,0;Tesouro Municipal
271;Previdência Básica;00;;;Despesa Regionalizável;0,0;MOOCA;Subprefeitura;0,0;0,0;Tesouro Municipal
271;Previdência Básica;00;;;Despesa Regionalizável;0,0;PARELHEIROS;Subprefeitura;0,0;0,0;Tesouro Municipal
271;Previdência Básica;00;;;Despesa Regionalizável;0,0;PENHA;Subprefeitura;0,0;0,0;Tesouro Municipal
271;Previdência Básica;00;;;Despesa Regionalizável;0,0;PERUS;Subprefeitura;0,0;0,0;Tesouro Municipal
271;Previdência Básica;00;;;Despesa Regionalizável;0,0;PINHEIROS;Subprefeitura;0,0;0,0;Tesouro Municipal
271;Previdência Básica;00;;;Despesa Regionalizável;0,0;PIRITUBA-JARAGUA;Subprefeitura;0,0;0,0;Tesouro Municipal
271;Previdência Básica;00;;;Despesa Regionalizável;0,0;SANTANA-TUCURUVI;Subprefeitura;0,0;0,0;Tesouro Municipal
271;Previdência Básica;00;;;Despesa Regionalizável;0,0;SANTO AMARO;Subprefeitura;0,0;0,0;Tesouro Municipal
271;Previdência Básica;00;;;Despesa Regionalizável;0,0;SAO MATEUS;Subprefeitura;0,0;0,0;Tesouro Municipal
271;Previdência Básica;00;;;Despesa Regionalizável;0,0;SAO MIGUEL;Subprefeitura;0,0;0,0;Tesouro Municipal
271;Previdência Básica;00;;;Despesa Regionalizável;0,0;SAPOPEMBA;Subprefeitura;0,0;0,0;Tesouro Municipal
271;Previdência Básica;00;;;Despesa Regionalizável;0,0;SE;Subprefeitura;0,0;0,0;Tesouro Municipal
271;Previdência Básica;00;;;Despesa Regionalizável;0,0;VILA MARIA-VILA GUILHERME;Subprefeitura;0,0;0,0;Tesouro Municipal
271;Previdência Básica;00;;;Despesa Regionalizável;0,0;VILA MARIANA;Subprefeitura;0,0;0,0;Tesouro Municipal
271;Previdência Básica;00;;;Despesa Regionalizável;0,0;VILA PRUDENTE;Subprefeitura;0,0;0,0;Tesouro Municipal
271;Previdência Básica;00;;;;359,84;;Não detalhado;3852806485,0;3770576485,0;Tesouro Municipal
306;Alimentação e Nutrição;00;Supra-Regional;Supra Subprefeitura;Despesa Não-Regionalizável;687352886,7;;Não regionalizável;0,0;0,0;Tesouro Municipal
306;Alimentação e Nutrição;00;;;Despesa Regionalizável;0,0;ARICANDUVA-FORMOSA-CARRAO;Subprefeitura;0,0;0,0;Tesouro Municipal
306;Alimentação e Nutrição;00;;;Despesa Regionalizável;0,0;BUTANTA;Subprefeitura;0,0;0,0;Tesouro Municipal
306;Alimentação e Nutrição;00;;;Despesa Regionalizável;0,0;CAMPO LIMPO;Subprefeitura;0,0;0,0;Tesouro Municipal
306;Alimentação e Nutrição;00;;;Despesa Regionalizável;0,0;CAPELA DO SOCORRO;Subprefeitura;0,0;0,0;Tesouro Municipal
306;Alimentação e Nutrição;00;;;Despesa Regionalizável;0,0;CASA VERDE-CACHOEIRINHA;Subprefeitura;0,0;0,0;Tesouro Municipal
306;Alimentação e Nutrição;00;;;Despesa Regionalizável;0,0;CIDADE ADEMAR;Subprefeitura;0,0;0,0;Tesouro Municipal
306;Alimentação e Nutrição;00;;;Despesa Regionalizável;0,0;CIDADE TIRADENTES;Subprefeitura;0,0;0,0;Tesouro Municipal
306;Alimentação e Nutrição;00;;;Despesa Regionalizável;0,0;ERMELINO MATARAZZO;Subprefeitura;0,0;0,0;Tesouro Municipal
306;Alimentação e Nutrição;00;;;Despesa Regionalizável;0,0;FREGUESIA-BRASILANDIA;Subprefeitura;0,0;0,0;Tesouro Municipal
306;Alimentação e Nutrição;00;;;Despesa Regionalizável;0,0;GUAIANASES;Subprefeitura;0,0;0,0;Tesouro Municipal
306;Alimentação e Nutrição;00;;;Despesa Regionalizável;0,0;IPIRANGA;Subprefeitura;0,0;0,0;Tesouro Municipal
306;Alimentação e Nutrição;00;;;Despesa Regionalizável;0,0;ITAIM PAULISTA;Subprefeitura;0,0;0,0;Tesouro Municipal
306;Alimentação e Nutrição;00;;;Despesa Regionalizável;0,0;ITAQUERA;Subprefeitura;0,0;0,0;Tesouro Municipal
306;Alimentação e Nutrição;00;;;Despesa Regionalizável;0,0;JABAQUARA;Subprefeitura;0,0;0,0;Tesouro Municipal
306;Alimentação e Nutrição;00;;;Despesa Regionalizável;0,0;JACANA-TREMEMBE;Subprefeitura;0,0;0,0;Tesouro Municipal
306;Alimentação e Nutrição;00;;;Despesa Regionalizável;0,0;LAPA;Subprefeitura;0,0;0,0;Tesouro Municipal
306;Alimentação e Nutrição;00;;;Despesa Regionalizável;0,0;M BOI MIRIM;Subprefeitura;0,0;0,0;Tesouro Municipal
306;Alimentação e Nutrição;00;;;Despesa Regionalizável;0,0;MOOCA;Subprefeitura;0,0;0,0;Tesouro Municipal
306;Alimentação e Nutrição;00;;;Despesa Regionalizável;0,0;PARELHEIROS;Subprefeitura;0,0;0,0;Tesouro Municipal
306;Alimentação e Nutrição;00;;;Despesa Regionalizável;0,0;PENHA;Subprefeitura;0,0;0,0;Tesouro Municipal
306;Alimentação e Nutrição;00;;;Despesa Regionalizável;0,0;PERUS;Subprefeitura;0,0;0,0;Tesouro Municipal
306;Alimentação e Nutrição;00;;;Despesa Regionalizável;0,0;PINHEIROS;Subprefeitura;0,0;0,0;Tesouro Municipal
306;Alimentação e Nutrição;00;;;Despesa Regionalizável;0,0;PIRITUBA-JARAGUA;Subprefeitura;0,0;0,0;Tesouro Municipal
306;Alimentação e Nutrição;00;;;Despesa Regionalizável;0,0;SANTANA-TUCURUVI;Subprefeitura;0,0;0,0;Tesouro Municipal
306;Alimentação e Nutrição;00;;;Despesa Regionalizável;0,0;SANTO AMARO;Subprefeitura;0,0;0,0;Tesouro Municipal
306;Alimentação e Nutrição;00;;;Despesa Regionalizável;0,0;SAO MATEUS;Subprefeitura;0,0;0,0;Tesouro Municipal
306;Alimentação e Nutrição;00;;;Despesa Regionalizável;0,0;SAO MIGUEL;Subprefeitura;0,0;0,0;Tesouro Municipal
306;Alimentação e Nutrição;00;;;Despesa Regionalizável;0,0;SAPOPEMBA;Subprefeitura;0,0;0,0;Tesouro Municipal
306;Alimentação e Nutrição;00;;;Despesa Regionalizável;0,0;SE;Subprefeitura;0,0;0,0;Tesouro Municipal
306;Alimentação e Nutrição;00;;;Despesa Regionalizável;0,0;VILA MARIA-VILA GUILHERME;Subprefeitura;0,0;0,0;Tesouro Municipal
306;Alimentação e Nutrição;00;;;Despesa Regionalizável;0,0;VILA MARIANA;Subprefeitura;0,0;0,0;Tesouro Municipal
306;Alimentação e Nutrição;00;;;Despesa Regionalizável;0,0;VILA PRUDENTE;Subprefeitura;0,0;0,0;Tesouro Municipal
306;Alimentação e Nutrição;00;;;;4728663,92;;Não detalhado;781571041,0;881144108,33;Tesouro Municipal
306;Alimentação e Nutrição;02;Supra-Regional;Supra Subprefeitura;Despesa Não-Regionalizável;663359537,04;;Não regionalizável;0,0;0,0;Transferências Federais
306;Alimentação e Nutrição;02;;;Despesa Regionalizável;0,0;ARICANDUVA-FORMOSA-CARRAO;Subprefeitura;0,0;0,0;Transferências Federais
306;Alimentação e Nutrição;02;;;Despesa Regionalizável;0,0;BUTANTA;Subprefeitura;0,0;0,0;Transferências Federais
306;Alimentação e Nutrição;02;;;Despesa Regionalizável;0,0;CAMPO LIMPO;Subprefeitura;0,0;0,0;Transferências Federais
306;Alimentação e Nutrição;02;;;Despesa Regionalizável;0,0;CAPELA DO SOCORRO;Subprefeitura;0,0;0,0;Transferências Federais
306;Alimentação e Nutrição;02;;;Despesa Regionalizável;0,0;CASA VERDE-CACHOEIRINHA;Subprefeitura;0,0;0,0;Transferências Federais
306;Alimentação e Nutrição;02;;;Despesa Regionalizável;0,0;CIDADE ADEMAR;Subprefeitura;0,0;0,0;Transferências Federais
306;Alimentação e Nutrição;02;;;Despesa Regionalizável;0,0;CIDADE TIRADENTES;Subprefeitura;0,0;0,0;Transferências Federais
306;Alimentação e Nutrição;02;;;Despesa Regionalizável;0,0;ERMELINO MATARAZZO;Subprefeitura;0,0;0,0;Transferências Federais
306;Alimentação e Nutrição;02;;;Despesa Regionalizável;0,0;FREGUESIA-BRASILANDIA;Subprefeitura;0,0;0,0;Transferências Federais
306;Alimentação e Nutrição;02;;;Despesa Regionalizável;0,0;GUAIANASES;Subprefeitura;0,0;0,0;Transferências Federais
306;Alimentação e Nutrição;02;;;Despesa Regionalizável;0,0;IPIRANGA;Subprefeitura;0,0;0,0;Transferências Federais
306;Alimentação e Nutrição;02;;;Despesa Regionalizável;0,0;ITAIM PAULISTA;Subprefeitura;0,0;0,0;Transferências Federais
306;Alimentação e Nutrição;02;;;Despesa Regionalizável;0,0;ITAQUERA;Subprefeitura;0,0;0,0;Transferências Federais
306;Alimentação e Nutrição;02;;;Despesa Regionalizável;0,0;JABAQUARA;Subprefeitura;0,0;0,0;Transferências Federais
306;Alimentação e Nutrição;02;;;Despesa Regionalizável;0,0;JACANA-TREMEMBE;Subprefeitura;0,0;0,0;Transferências Federais
306;Alimentação e Nutrição;02;;;Despesa Regionalizável;0,0;LAPA;Subprefeitura;0,0;0,0;Transferências Federais
306;Alimentação e Nutrição;02;;;Despesa Regionalizável;0,0;M BOI MIRIM;Subprefeitura;0,0;0,0;Transferências Federais
306;Alimentação e Nutrição;02;;;Despesa Regionalizável;0,0;MOOCA;Subprefeitura;0,0;0,0;Transferências Federais
306;Alimentação e Nutrição;02;;;Despesa Regionalizável;0,0;PARELHEIROS;Subprefeitura;0,0;0,0;Transferências Federais
306;Alimentação e Nutrição;02;;;Despesa Regionalizável;0,0;PENHA;Subprefeitura;0,0;0,0;Transferências Federais
306;Alimentação e Nutrição;02;;;Despesa Regionalizável;0,0;PERUS;Subprefeitura;0,0;0,0;Transferências Federais
306;Alimentação e Nutrição;02;;;Despesa Regionalizável;0,0;PINHEIROS;Subprefeitura;0,0;0,0;Transferências Federais
306;Alimentação e Nutrição;02;;;Despesa Regionalizável;0,0;PIRITUBA-JARAGUA;Subprefeitura;0,0;0,0;Transferências Federais
306;Alimentação e Nutrição;02;;;Despesa Regionalizável;0,0;SANTANA-TUCURUVI;Subprefeitura;0,0;0,0;Transferências Federais
306;Alimentação e Nutrição;02;;;Despesa Regionalizável;0,0;SANTO AMARO;Subprefeitura;0,0;0,0;Transferências Federais
306;Alimentação e Nutrição;02;;;Despesa Regionalizável;0,0;SAO MATEUS;Subprefeitura;0,0;0,0;Transferências Federais
306;Alimentação e Nutrição;02;;;Despesa Regionalizável;0,0;SAO MIGUEL;Subprefeitura;0,0;0,0;Transferências Federais
306;Alimentação e Nutrição;02;;;Despesa Regionalizável;0,0;SAPOPEMBA;Subprefeitura;0,0;0,0;Transferências Federais
306;Alimentação e Nutrição;02;;;Despesa Regionalizável;0,0;SE;Subprefeitura;0,0;0,0;Transferências Federais
306;Alimentação e Nutrição;02;;;Despesa Regionalizável;0,0;VILA MARIA-VILA GUILHERME;Subprefeitura;0,0;0,0;Transferências Federais
306;Alimentação e Nutrição;02;;;Despesa Regionalizável;0,0;VILA MARIANA;Subprefeitura;0,0;0,0;Transferências Federais
306;Alimentação e Nutrição;02;;;Despesa Regionalizável;0,0;VILA PRUDENTE;Subprefeitura;0,0;0,0;Transferências Federais
306;Alimentação e Nutrição;02;;;;3912249,44;;Não detalhado;693777181,0;785746984,45;Transferências Federais
306;Alimentação e Nutrição;07;;;Despesa Regionalizável;0,0;ARICANDUVA-FORMOSA-CARRAO;Subprefeitura;0,0;0,0;Receita Condicionada
306;Alimentação e Nutrição;07;;;Despesa Regionalizável;0,0;BUTANTA;Subprefeitura;0,0;0,0;Receita Condicionada
306;Alimentação e Nutrição;07;;;Despesa Regionalizável;0,0;CAMPO LIMPO;Subprefeitura;0,0;0,0;Receita Condicionada
306;Alimentação e Nutrição;07;;;Despesa Regionalizável;0,0;CAPELA DO SOCORRO;Subprefeitura;0,0;0,0;Receita Condicionada
306;Alimentação e Nutrição;07;;;Despesa Regionalizável;0,0;CASA VERDE-CACHOEIRINHA;Subprefeitura;0,0;0,0;Receita Condicionada
306;Alimentação e Nutrição;07;;;Despesa Regionalizável;0,0;CIDADE ADEMAR;Subprefeitura;0,0;0,0;Receita Condicionada
306;Alimentação e Nutrição;07;;;Despesa Regionalizável;0,0;CIDADE TIRADENTES;Subprefeitura;0,0;0,0;Receita Condicionada
306;Alimentação e Nutrição;07;;;Despesa Regionalizável;0,0;ERMELINO MATARAZZO;Subprefeitura;0,0;0,0;Receita Condicionada
306;Alimentação e Nutrição;07;;;Despesa Regionalizável;0,0;FREGUESIA-BRASILANDIA;Subprefeitura;0,0;0,0;Receita Condicionada
306;Alimentação e Nutrição;07;;;Despesa Regionalizável;0,0;GUAIANASES;Subprefeitura;0,0;0,0;Receita Condicionada
306;Alimentação e Nutrição;07;;;Despesa Regionalizável;0,0;IPIRANGA;Subprefeitura;0,0;0,0;Receita Condicionada
306;Alimentação e Nutrição;07;;;Despesa Regionalizável;0,0;ITAIM PAULISTA;Subprefeitura;0,0;0,0;Receita Condicionada
306;Alimentação e Nutrição;07;;;Despesa Regionalizável;0,0;ITAQUERA;Subprefeitura;0,0;0,0;Receita Condicionada
306;Alimentação e Nutrição;07;;;Despesa Regionalizável;0,0;JABAQUARA;Subprefeitura;0,0;0,0;Receita Condicionada
306;Alimentação e Nutrição;07;;;Despesa Regionalizável;0,0;JACANA-TREMEMBE;Subprefeitura;0,0;0,0;Receita Condicionada
306;Alimentação e Nutrição;07;;;Despesa Regionalizável;0,0;LAPA;Subprefeitura;0,0;0,0;Receita Condicionada
306;Alimentação e Nutrição;07;;;Despesa Regionalizável;0,0;M BOI MIRIM;Subprefeitura;0,0;0,0;Receita Condicionada
306;Alimentação e Nutrição;07;;;Despesa Regionalizável;0,0;MOOCA;Subprefeitura;0,0;0,0;Receita Condicionada
306;Alimentação e Nutrição;07;;;Despesa Regionalizável;0,0;PARELHEIROS;Subprefeitura;0,0;0,0;Receita Condicionada
306;Alimentação e Nutrição;07;;;Despesa Regionalizável;0,0;PENHA;Subprefeitura;0,0;0,0;Receita Condicionada
306;Alimentação e Nutrição;07;;;Despesa Regionalizável;0,0;PERUS;Subprefeitura;0,0;0,0;Receita Condicionada
306;Alimentação e Nutrição;07;;;Despesa Regionalizável;0,0;PINHEIROS;Subprefeitura;0,0;0,0;Receita Condicionada
306;Alimentação e Nutrição;07;;;Despesa Regionalizável;0,0;PIRITUBA-JARAGUA;Subprefeitura;0,0;0,0;Receita Condicionada
306;Alimentação e Nutrição;07;;;Despesa Regionalizável;0,0;SANTANA-TUCURUVI;Subprefeitura;0,0;0,0;Receita Condicionada
306;Alimentação e Nutrição;07;;;Despesa Regionalizável;0,0;SANTO AMARO;Subprefeitura;0,0;0,0;Receita Condicionada
306;Alimentação e Nutrição;07;;;Despesa Regionalizável;0,0;SAO MATEUS;Subprefeitura;0,0;0,0;Receita Condicionada
306;Alimentação e Nutrição;07;;;Despesa Regionalizável;0,0;SAO MIGUEL;Subprefeitura;0,0;0,0;Receita Condicionada
306;Alimentação e Nutrição;07;;;Despesa Regionalizável;0,0;SAPOPEMBA;Subprefeitura;0,0;0,0;Receita Condicionada
306;Alimentação e Nutrição;07;;;Despesa Regionalizável;0,0;SE;Subprefeitura;0,0;0,0;Receita Condicionada
306;Alimentação e Nutrição;07;;;Despesa Regionalizável;0,0;VILA MARIA-VILA GUILHERME;Subprefeitura;0,0;0,0;Receita Condicionada
306;Alimentação e Nutrição;07;;;Despesa Regionalizável;0,0;VILA MARIANA;Subprefeitura;0,0;0,0;Receita Condicionada
306;Alimentação e Nutrição;07;;;Despesa Regionalizável;0,0;VILA PRUDENTE;Subprefeitura;0,0;0,0;Receita Condicionada
306;Alimentação e Nutrição;07;;;;0,0;;Não detalhado;100000000,0;0,0;Receita Condicionada
361;Ensino Fundamental;00;Supra-Regional;Supra Subprefeitura;Despesa Não-Regionalizável;258565695,43;;Não regionalizável;0,0;0,0;Tesouro Municipal
361;Ensino Fundamental;00;Sul;Subprefeitura Cidade Ademar;Despesa Não-Regionalizável;1018055,86;CIDADE ADEMAR;Subprefeitura;0,0;0,0;Tesouro Municipal
361;Ensino Fundamental;00;Sul;Subprefeitura Jabaquara;Despesa Não-Regionalizável;243830,74;JABAQUARA;Subprefeitura;0,0;0,0;Tesouro Municipal
361;Ensino Fundamental;00;Sul;Subprefeitura Santo Amaro;Despesa Não-Regionalizável;481595,53;SANTO AMARO;Subprefeitura;0,0;0,0;Tesouro Municipal
361;Ensino Fundamental;00;Leste;Subprefeitura São Miguel Paulista;Despesa Não-Regionalizável;203863,0;SAO MIGUEL;Subprefeitura;0,0;0,0;Tesouro Municipal
361;Ensino Fundamental;00;Centro;Supra Subprefeitura Centro;Despesa Regionalizável;140426029,83;;Região;0,0;0,0;Tesouro Municipal
361;Ensino Fundamental;00;Leste;Supra Subprefeitura Leste;Despesa Regionalizável;597764,81;;Região;0,0;0,0;Tesouro Municipal
361;Ensino Fundamental;00;Oeste;Supra Subprefeitura Oeste;Despesa Regionalizável;1976678,51;;Região;0,0;0,0;Tesouro Municipal
361;Ensino Fundamental;00;Sul;Supra Subprefeitura Sul;Despesa Regionalizável;7175170,04;;Região;0,0;0,0;Tesouro Municipal
361;Ensino Fundamental;00;Leste;Subprefeitura Aricanduva/Formosa/Carrão;Despesa Regionalizável;5849684,6;ARICANDUVA-FORMOSA-CARRAO;Subprefeitura;0,0;0,0;Tesouro Municipal
361;Ensino Fundamental;00;Oeste;Subprefeitura Butantã;Despesa Regionalizável;34865116,21;BUTANTA;Subprefeitura;0,0;0,0;Tesouro Municipal
361;Ensino Fundamental;00;Sul;Subprefeitura Campo Limpo;Despesa Regionalizável;55487759,34;CAMPO LIMPO;Subprefeitura;0,0;0,0;Tesouro Municipal
361;Ensino Fundamental;00;Sul;Subprefeitura Capela do Socorro;Despesa Regionalizável;31740536,38;CAPELA DO SOCORRO;Subprefeitura;0,0;0,0;Tesouro Municipal
361;Ensino Fundamental;00;Norte;Subprefeitura Casa Verde/Cachoeirinha;Despesa Regionalizável;4253398,08;CASA VERDE-CACHOEIRINHA;Subprefeitura;0,0;0,0;Tesouro Municipal
361;Ensino Fundamental;00;Sul;Subprefeitura Cidade Ademar;Despesa Regionalizável;15709926,32;CIDADE ADEMAR;Subprefeitura;0,0;0,0;Tesouro Municipal
361;Ensino Fundamental;00;Leste;Subprefeitura Cidade Tiradentes;Despesa Regionalizável;22760221,99;CIDADE TIRADENTES;Subprefeitura;0,0;0,0;Tesouro Municipal
361;Ensino Fundamental;00;Leste;Subprefeitura Ermelino Matarazzo;Despesa Regionalizável;9163356,07;ERMELINO MATARAZZO;Subprefeitura;0,0;0,0;Tesouro Municipal
361;Ensino Fundamental;00;Norte;Subprefeitura Freguesia/Brasilândia;Despesa Regionalizável;12448297,88;FREGUESIA-BRASILANDIA;Subprefeitura;0,0;0,0;Tesouro Municipal
361;Ensino Fundamental;00;Leste;Subprefeitura de Guaianases;Despesa Regionalizável;12049840,07;GUAIANASES;Subprefeitura;0,0;0,0;Tesouro Municipal
361;Ensino Fundamental;00;Sul;Subprefeitura Ipiranga;Despesa Regionalizável;15826117,45;IPIRANGA;Subprefeitura;0,0;0,0;Tesouro Municipal
361;Ensino Fundamental;00;Leste;Subprefeitura Itaim Paulista;Despesa Regionalizável;28503535,78;ITAIM PAULISTA;Subprefeitura;0,0;0,0;Tesouro Municipal
361;Ensino Fundamental;00;Leste;Subprefeitura Itaquera;Despesa Regionalizável;23979541,37;ITAQUERA;Subprefeitura;0,0;0,0;Tesouro Municipal
361;Ensino Fundamental;00;Sul;Subprefeitura Jabaquara;Despesa Regionalizável;10408705,18;JABAQUARA;Subprefeitura;0,0;0,0;Tesouro Municipal
361;Ensino Fundamental;00;Norte;Subprefeitura Jaçanã/Tremembé;Despesa Regionalizável;21720175,05;JACANA-TREMEMBE;Subprefeitura;0,0;0,0;Tesouro Municipal
361;Ensino Fundamental;00;Oeste;Subprefeitura Lapa;Despesa Regionalizável;6502280,27;LAPA;Subprefeitura;0,0;0,0;Tesouro Municipal
361;Ensino Fundamental;00;Sul;Subprefeitura M'Boi Mirim;Despesa Regionalizável;11016247,91;M BOI MIRIM;Subprefeitura;0,0;0,0;Tesouro Municipal
361;Ensino Fundamental;00;Leste;Subprefeitura Mooca;Despesa Regionalizável;8578057,55;MOOCA;Subprefeitura;0,0;0,0;Tesouro Municipal
361;Ensino Fundamental;00;Sul;Subprefeitura Parelheiros;Despesa Regionalizável;5219086,42;PARELHEIROS;Subprefeitura;0,0;0,0;Tesouro Municipal
361;Ensino Fundamental;00;Leste;Subprefeitura Penha;Despesa Regionalizável;17839758,37;PENHA;Subprefeitura;0,0;0,0;Tesouro Municipal
361;Ensino Fundamental;00;Norte;Subprefeitura Perus/Anhanguera;Despesa Regionalizável;14161710,52;PERUS;Subprefeitura;0,0;0,0;Tesouro Municipal
361;Ensino Fundamental;00;Oeste;Subprefeitura Pinheiros;Despesa Regionalizável;2682452,24;PINHEIROS;Subprefeitura;0,0;0,0;Tesouro Municipal
361;Ensino Fundamental;00;Norte;Subprefeitura Pirituba/Jaraguá;Despesa Regionalizável;38927708,02;PIRITUBA-JARAGUA;Subprefeitura;0,0;0,0;Tesouro Municipal
361;Ensino Fundamental;00;Norte;Subprefeitura Santana/Tucuruvi;Despesa Regionalizável;5969764,12;SANTANA-TUCURUVI;Subprefeitura;0,0;0,0;Tesouro Municipal
361;Ensino Fundamental;00;Sul;Subprefeitura Santo Amaro;Despesa Regionalizável;11199613,24;SANTO AMARO;Subprefeitura;0,0;0,0;Tesouro Municipal
361;Ensino Fundamental;00;Leste;Subprefeitura São Mateus;Despesa Regionalizável;28673759,13;SAO MATEUS;Subprefeitura;0,0;0,0;Tesouro Municipal
361;Ensino Fundamental;00;Leste;Subprefeitura São Miguel Paulista;Despesa Regionalizável;30405977,37;SAO MIGUEL;Subprefeitura;0,0;0,0;Tesouro Municipal
361;Ensino Fundamental;00;Leste;Subprefeitura Sapopemba;Despesa Regionalizável;17882011,4;SAPOPEMBA;Subprefeitura;0,0;0,0;Tesouro Municipal
361;Ensino Fundamental;00;Centro;Subprefeitura Sé;Despesa Regionalizável;42184933,14;SE;Subprefeitura;0,0;0,0;Tesouro Municipal
361;Ensino Fundamental;00;Norte;Subprefeitura Vila Maria/Vila Guilherme;Despesa Regionalizável;10430226,77;VILA MARIA-VILA GUILHERME;Subprefeitura;0,0;0,0;Tesouro Municipal
361;Ensino Fundamental;00;Sul;Subprefeitura Vila Mariana;Despesa Regionalizável;3487210,42;VILA MARIANA;Subprefeitura;0,0;0,0;Tesouro Municipal
361;Ensino Fundamental;00;Leste;Subprefeitura de Vila Prudente;Despesa Regionalizável;8076899,13;VILA PRUDENTE;Subprefeitura;0,0;0,0;Tesouro Municipal
361;Ensino Fundamental;00;;;;1610716906,98;;Não detalhado;2473494487,0;2807451530,08;Tesouro Municipal
361;Ensino Fundamental;02;Supra-Regional;Supra Subprefeitura;Despesa Não-Regionalizável;66158878,94;;Não regionalizável;0,0;0,0;Transferências Federais
361;Ensino Fundamental;02;;;Despesa Regionalizável;0,0;ARICANDUVA-FORMOSA-CARRAO;Subprefeitura;0,0;0,0;Transferências Federais
361;Ensino Fundamental;02;;;Despesa Regionalizável;0,0;BUTANTA;Subprefeitura;0,0;0,0;Transferências Federais
361;Ensino Fundamental;02;;;Despesa Regionalizável;0,0;CAMPO LIMPO;Subprefeitura;0,0;0,0;Transferências Federais
